1,0.000002
2,0.000010
3,0.000001
4,0.000005
5,0.000005
6,0.000004
7,0.000003
8,0.000001
9,0.000009
10,0.000012
11,0.000015
12,0.000012
13,0.000007
14,0.000005
15,0.000003
16,0.000002
17,0.000001
18,0.000002
19,0.000000
20,0.000007
21,0.000007
22,0.000009
23,0.000008
24,0.000009
25,0.000003
26,0.000002
27,0.000003
28,0.000009
29,0.000010
30,0.000001
31,0.000000
32,0.000005
33,0.000009
34,0.000006
35,0.000007
36,0.000002
37,0.000005
38,0.000001
39,0.000022
40,0.000001
41,0.000002
42,0.000002
43,0.000005
44,0.000006
45,0.000003
46,0.000004
47,0.000010
48,0.000010
49,0.000002
50,0.000014
51,0.000001
52,0.000001
53,0.000004
54,0.000009
55,0.000003
56,0.000005
57,0.000004
58,0.000002
59,0.000003
60,0.000001
61,0.000002
62,0.000002
63,0.000004
64,0.000009
65,0.000008
66,0.000003
67,0.000001
68,0.000011
69,0.000014
70,0.000010
71,0.000003
72,0.000001
73,0.000001
74,0.000002
75,0.000001
76,0.000011
77,0.000016
78,0.000010
79,0.000002
80,0.000002
81,0.000002
82,0.000003
83,0.000016
84,0.000001
85,0.000017
86,0.000004
87,0.000002
88,0.000001
89,0.000008
90,0.000002
91,0.000002
92,0.000003
93,0.000011
94,0.000015
95,0.000004
96,0.000000
97,0.000001
98,0.000009
99,0.000001
100,0.000015
101,0.000001
102,0.000001
103,0.000013
104,0.000001
105,0.000002
106,0.000004
107,0.000002
108,0.000006
109,0.000002
110,0.000001
111,0.000006
112,0.000013
113,0.000001
114,0.000001
115,0.000007
116,0.000003
117,0.000002
118,0.000007
119,0.000005
120,0.000015
121,0.000006
122,0.000005
123,0.000012
124,0.000014
125,0.000002
126,0.000022
127,0.000002
128,0.000001
129,0.000004
130,0.000002
131,0.000001
132,0.000001
133,0.000004
134,0.000003
135,0.000001
136,0.000002
137,0.000001
138,0.000001
139,0.000004
140,0.000001
141,0.000005
142,0.000012
143,0.000001
144,0.000003
145,0.000001
146,0.000007
147,0.000015
148,0.000006
149,0.000002
150,0.000004
151,0.000016
152,0.000009
153,0.000001
154,0.000007
155,0.000001
156,0.000007
157,0.000000
158,0.000014
159,0.000001
160,0.000000
161,0.000004
162,0.000007
163,0.000002
164,0.000005
165,0.000003
166,0.000001
167,0.000003
168,0.000002
169,0.000005
170,0.000001
171,0.000010
172,0.000014
173,0.000002
174,0.000001
175,0.000006
176,0.000005
177,0.000007
178,0.000013
179,0.000001
180,0.000005
181,0.000002
182,0.000002
183,0.000008
184,0.000010
185,0.000008
186,0.000020
187,0.000014
188,0.000004
189,0.000006
190,0.000004
191,0.000006
192,0.000003
193,0.000001
194,0.000004
195,0.000005
196,0.000003
197,0.000001
198,0.000002
199,0.000017
200,0.000001
201,0.000011
202,0.000001
203,0.000002
204,0.000001
205,0.000003
206,0.000010
207,0.000005
208,0.000004
209,0.000013
210,0.000006
211,0.000002
212,0.000008
213,0.000009
214,0.000005
215,0.000001
216,0.000002
217,0.000006
218,0.000001
219,0.000009
220,0.000006
221,0.000002
222,0.000004
223,0.000001
224,0.000016
225,0.000001
226,0.000001
227,0.000003
228,0.000000
229,0.000001
230,0.000003
231,0.000001
232,0.000000
233,0.000003
234,0.000008
235,0.000003
236,0.000001
237,0.000006
238,0.000004
239,0.000010
240,0.000003
241,0.000016
242,0.000002
243,0.000011
244,0.000002
245,0.000019
246,0.000000
247,0.000002
248,0.000001
249,0.000003
250,0.000004
251,0.000016
252,0.000001
253,0.000003
254,0.000000
255,0.000002
256,0.000001
257,0.000018
258,0.000003
259,0.000012
260,0.000001
261,0.000001
262,0.000001
263,0.000008
264,0.000002
265,0.000002
266,0.000002
267,0.000001
268,0.000008
269,0.000000
270,0.000014
271,0.000001
272,0.000004
273,0.000002
274,0.000001
275,0.000002
276,0.000003
277,0.000000
278,0.000007
279,0.000003
280,0.000004
281,0.000012
282,0.000002
283,0.000004
284,0.000003
285,0.000002
286,0.000012
287,0.000005
288,0.000009
289,0.000001
290,0.000003
291,0.000007
292,0.000001
293,0.000001
294,0.000002
295,0.000011
296,0.000001
297,0.000001
298,0.000001
299,0.000010
300,0.000007
301,0.000002
302,0.000002
303,0.000017
304,0.000005
305,0.000010
306,0.000004
307,0.000006
308,0.000003
309,0.000011
310,0.000003
311,0.000006
312,0.000000
313,0.000008
314,0.000007
315,0.000004
316,0.000003
317,0.000003
318,0.000002
319,0.000006
320,0.000001
321,0.000013
322,0.000002
323,0.000003
324,0.000001
325,0.000006
326,0.000008
327,0.000005
328,0.000002
329,0.000004
330,0.000003
331,0.000009
332,0.000001
333,0.000003
334,0.000001
335,0.000002
336,0.000002
337,0.000009
338,0.000000
339,0.000009
340,0.000003
341,0.000003
342,0.000002
343,0.000006
344,0.000001
345,0.000008
346,0.000010
347,0.000009
348,0.000008
349,0.000011
350,0.000002
351,0.000002
352,0.000009
353,0.000005
354,0.000011
355,0.000002
356,0.000001
357,0.000002
358,0.000008
359,0.000009
360,0.000003
361,0.000002
362,0.000003
363,0.000004
364,0.000001
365,0.000005
366,0.000002
367,0.000000
368,0.000001
369,0.000001
370,0.000012
371,0.000004
372,0.000005
373,0.000013
374,0.000003
375,0.000001
376,0.000008
377,0.000001
378,0.000001
379,0.000001
380,0.000000
381,0.000002
382,0.000001
383,0.000005
384,0.000015
385,0.000001
386,0.000004
387,0.000002
388,0.000009
389,0.000002
390,0.000002
391,0.000003
392,0.000001
393,0.000001
394,0.000002
395,0.000001
396,0.000004
397,0.000004
398,0.000002
399,0.000001
400,0.000002
401,0.000004
402,0.000002
403,0.000001
404,0.000000
405,0.000000
406,0.000006
407,0.000004
408,0.000002
409,0.000002
410,0.000001
411,0.000003
412,0.000000
413,0.000001
414,0.000003
415,0.000007
416,0.000003
417,0.000003
418,0.000001
419,0.000002
420,0.000001
421,0.000007
422,0.000004
423,0.000013
424,0.000001
425,0.000003
426,0.000002
427,0.000002
428,0.000023
429,0.000003
430,0.000002
431,0.000004
432,0.000001
433,0.000006
434,0.000001
435,0.000001
436,0.000002
437,0.000010
438,0.000005
439,0.000001
440,0.000007
441,0.000001
